0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
1.0	7	 The public institutions must produce public assets -LRB- such as defence , justice and fiscal and monetary policy -RRB- , the company must offer services -LRB- such as culture , education and helping the needy -RRB- and the market must produce goods -LRB- related to profits , growth and employment -RRB- .	 Public institutions must produce public assets -LRB- such as defence , justice and fiscal and monetary policy -RRB- , society must offer social goods -LRB- such as culture , education and helping the needy -RRB- and the market must produce goods -LRB- related to profits , growth and employment .	8.333333333333334
0.8799999999999999	7	 Orange , it would appear that the operator is in full rÃ © tropÃ © dalage .	 As for Orange , it would appear that the operator is in full back-pedal mode .	2.5
0.9523809523809523	6	 The second lesson is that countries need to plan their budgets , according to the fiscal costs rising caused by an ageing population .	 The second lesson is that countries need to plan their budgets according to fiscal costs congruent with an aging population .	2.0
0.4946236559139785	10	 Make , massively , the individuals fall over to closed systems while they used until then opened , throwing systems the biggest of the ideology libertarian which had presided over the creation and over the development of Internet : well , doubtless , the biggest inheritance of Jobs .	 To persuade people switch in their masses to closed systems when they had , until then , used open systems , overthrowing the major part of the libertarian ideology which had presided over the creation and over the development of the Internet : that is , doubtless , the biggest legacy of Jobs .	1.9565217391304348
0.9	6	 Deflation -- le steady decline and continuing prix -- urged the world of business and consumers to reduce their spending and hoarding their cash .	 Deflation -- the steady and continuing deterioration of the prices -- urged the world of business and consumers to reduce their spending and hoarding their cash .	1.4
0.39999999999999997	10	 In a idà the veloppà dà in the above , discrimination posititve has always à in tà old-age and is still a last step dà in cisif brave in the fight for civil rights universal , not only on paper but in the rà in alità in daily life .	 To resume an idea developed above , affirmative action has always been and still is a decisive and brave last step in the fight for universal civil rights , not only on paper but in daily life .	1.6071428571428572
0.888888888888889	2	 No one with operator , however , opposes such a procedure .	 No operator , however , opposes such a procedure .	1.0
1.0	3	 Chicago Crimes was the work of a person , EveryBlock is the one of a team .	 Chicago Crimes was the work of one person , EveryBlock is that of a team .	3.0
0.6956521739130435	9	 Irony of the history , this initiative resulted , too , in a demonstration of angry gendarmes -LRB- and in holding -RRB- .	 The irony of the story , this initiative , too , resulted in a demonstration of angry -LRB- and uniformed -RRB- gendarmes .	2.625
0.9278350515463918	8	 From there , the appeal of Michele Carruba , director of the department of pharmacology at the University of Milan : `` These findings are in general , immediately reported to the various national and international agencies of medicines that should the need to change the notes informative medicines .	 Hence , the calling of Michele Carruba , director of the department of pharmacology at the University of Milan : `` These findings are in general , immediately reported to the various national and international agencies of medicines that should if needed , change the medecines informative notes .	6.857142857142857
0.8947368421052632	8	 It may very well decide that it is too difficult , and it will only be a caretaker prime minister , condemned to lead the last three years of Labour without any hope of winning the next elections .	 He may very well decide that it is too difficult , in which ase he will only be an interim prime minister , condemned to lead the last three years of Labour government without any hope of winning the next elections .	4.571428571428571
1.0	2	 But on the short term , the full convertibility of the capital account is not in the interests of India .	 But in the short term , full convertibility of the capital account is not in the interests of India .	5.0
0.8571428571428571	2	 But what longtime runner !	 But what stamina !	1.0
1.0	2	 `` It is a poor player . ''	 `` It is an average player . ''	1.0
0.7241379310344829	8	 They have understood that their ideas postcolonial tainted with nostalgia , that China and India would be large export markets and huge reservoirs of cheap labor , are obsolete .	 They have understood that their nostalgia-tainted postcolonial ideas , according to which China and India are large export markets and huge reservoirs of cheap labor , are obsolete .	1.5714285714285714
0.9583333333333334	5	 At night , when he can return home , he decides to explore the city in order to find Malfaiteurs who are spreading terror throughout the city .	 At night , when he can return home , he decides to explore the city in order to find villains who terrorise the city .	1.25
0.4864864864864865	8	 When President Bush took office , the forecasts anticipated the budget surplus as long as you could imagine .	 When President Bush took office , there were forecasts of anticipated budget surpluses for as long as one could see .	1.5714285714285714
